ID,Title,Author,Name,Algorithm,Class,Supervised?,Sex,Noise,Input SNR,SDR,SIR,SAR,SegSNR,PESQ,WRR,WER
mohammadiha2013supervised,Supervised and unsupervised speech enhancement using nonnegative matrix factorization,"N. Mohammadiha, P. Smaragdis, A. Leijon",STSA-GenGamma,BNMF,NMF,supervised,,"factory, city, babble",10,2.804541924,8.06164578,14.42307692,2.640226629,0.341866321,,
mohammadiha2013supervised,Supervised and unsupervised speech enhancement using nonnegative matrix factorization,"N. Mohammadiha, P. Smaragdis, A. Leijon",Online-BNMF,BNMF,NMF,unsupervised,,"factory, city, babble",-5,7.193181818,7.133172995,5.572479302,4.087962963,0.340306122,,
mohammadiha2013supervised,Supervised and unsupervised speech enhancement using nonnegative matrix factorization,"N. Mohammadiha, P. Smaragdis, A. Leijon",Online-BNMF,BNMF,NMF,unsupervised,,"factory, city, babble",0,8.164772727,9.020936009,8.416160994,4.194444444,0.477295918,,
mohammadiha2013supervised,Supervised and unsupervised speech enhancement using nonnegative matrix factorization,"N. Mohammadiha, P. Smaragdis, A. Leijon",Online-BNMF,BNMF,NMF,unsupervised,,"factory, city, babble",5,7.261363636,9.044487377,12.06124619,3.652777778,0.510969388,,
mohammadiha2013supervised,Supervised and unsupervised speech enhancement using nonnegative matrix factorization,"N. Mohammadiha, P. Smaragdis, A. Leijon",Online-BNMF,BNMF,NMF,unsupervised,,"factory, city, babble",10,5.130681818,8.989604279,14.82840179,2.671296296,0.494132653,,
mohammadiha2013supervised,Supervised and unsupervised speech enhancement using nonnegative matrix factorization,"N. Mohammadiha, P. Smaragdis, A. Leijon",Online-NHMM,BNMF,NMF,unsupervised,,"factory, city, babble",-5,6.920454545,7.117480845,5.381638802,3.75,0.207908163,,
mohammadiha2013supervised,Supervised and unsupervised speech enhancement using nonnegative matrix factorization,"N. Mohammadiha, P. Smaragdis, A. Leijon",Online-NHMM,BNMF,NMF,unsupervised,,"factory, city, babble",0,6.375,7.015731577,8.301656694,3.398148148,0.233928571,,
mohammadiha2013supervised,Supervised and unsupervised speech enhancement using nonnegative matrix factorization,"N. Mohammadiha, P. Smaragdis, A. Leijon",Online-NHMM,BNMF,NMF,unsupervised,,"factory, city, babble",5,4.397727273,6.381290331,10.87797179,2.50462963,0.223979592,,
mohammadiha2013supervised,Supervised and unsupervised speech enhancement using nonnegative matrix factorization,"N. Mohammadiha, P. Smaragdis, A. Leijon",Online-NHMM,BNMF,NMF,unsupervised,,"factory, city, babble",10,1.977272727,5.809459975,13.41618209,1.736111111,0.181122449,,
mohammadiha2013supervised,Supervised and unsupervised speech enhancement using nonnegative matrix factorization,"N. Mohammadiha, P. Smaragdis, A. Leijon",BNMF-HMM,BNMF,NMF,unsupervised,,"factory, city, babble",-5,6.869318182,7.19581017,5.076294002,3.837962963,0.104591837,,
mohammadiha2013supervised,Supervised and unsupervised speech enhancement using nonnegative matrix factorization,"N. Mohammadiha, P. Smaragdis, A. Leijon",BNMF-HMM,BNMF,NMF,unsupervised,,"factory, city, babble",0,7.397727273,8.864303644,7.805471394,3.791666667,0.253826531,,
mohammadiha2013supervised,Supervised and unsupervised speech enhancement using nonnegative matrix factorization,"N. Mohammadiha, P. Smaragdis, A. Leijon",BNMF-HMM,BNMF,NMF,unsupervised,,"factory, city, babble",5,6.767045455,8.746835942,11.67962849,3.25,0.328826531,,
mohammadiha2013supervised,Supervised and unsupervised speech enhancement using nonnegative matrix factorization,"N. Mohammadiha, P. Smaragdis, A. Leijon",BNMF-HMM,BNMF,NMF,unsupervised,,"factory, city, babble",10,5.335227273,8.566625925,15.2100195,2.467592593,0.367857143,,
mohammadiha2013supervised,Supervised and unsupervised speech enhancement using nonnegative matrix factorization,"N. Mohammadiha, P. Smaragdis, A. Leijon",Wiener,BNMF,NMF,unsupervised,,"factory, city, babble",-5,4.789772727,8.621430167,1.335756906,3.99537037,0.244642857,,
mohammadiha2013supervised,Supervised and unsupervised speech enhancement using nonnegative matrix factorization,"N. Mohammadiha, P. Smaragdis, A. Leijon",Wiener,BNMF,NMF,unsupervised,,"factory, city, babble",0,5.301136364,10.47783517,4.942737301,3.564814815,0.338010204,,
mohammadiha2013supervised,Supervised and unsupervised speech enhancement using nonnegative matrix factorization,"N. Mohammadiha, P. Smaragdis, A. Leijon",Wiener,BNMF,NMF,unsupervised,,"factory, city, babble",5,4.090909091,10.76770624,8.549717695,2.800925926,0.3625,,
mohammadiha2013supervised,Supervised and unsupervised speech enhancement using nonnegative matrix factorization,"N. Mohammadiha, P. Smaragdis, A. Leijon",Wiener,BNMF,NMF,unsupervised,,"factory, city, babble",10,2.454545455,10.08621483,12.2328444,1.962962963,0.334183673,,
mohammadiha2013supervised,Supervised and unsupervised speech enhancement using nonnegative matrix factorization,"N. Mohammadiha, P. Smaragdis, A. Leijon",STSA-GenGamma,BNMF,NMF,unsupervised,,"factory, city, babble",-5,6.221590909,8.778062532,2.595304205,3.976851852,0.29744898,,
mohammadiha2013supervised,Supervised and unsupervised speech enhancement using nonnegative matrix factorization,"N. Mohammadiha, P. Smaragdis, A. Leijon",STSA-GenGamma,BNMF,NMF,unsupervised,,"factory, city, babble",0,6.75,9.757231663,6.5076294,3.837962963,0.401530612,,
mohammadiha2013supervised,Supervised and unsupervised speech enhancement using nonnegative matrix factorization,"N. Mohammadiha, P. Smaragdis, A. Leijon",STSA-GenGamma,BNMF,NMF,unsupervised,,"factory, city, babble",5,5.914772727,9.624124381,10.38184979,3.337962963,0.432142857,,
mohammadiha2013supervised,Supervised and unsupervised speech enhancement using nonnegative matrix factorization,"N. Mohammadiha, P. Smaragdis, A. Leijon",STSA-GenGamma,BNMF,NMF,unsupervised,,"factory, city, babble",10,4.670454545,8.644928965,14.3703213,2.740740741,0.398469388,,
Wilson2008,Speech denoising using nonnegative matrix factorization with priors,"K. Wilson, B. Raj, P. Smaragdis, A. Divakaran",ETSI,KLNMF,NMF,supervised,m,Jackhammer,0,,,,8.412820045,0.32877865,,
Wilson2008,Speech denoising using nonnegative matrix factorization with priors,"K. Wilson, B. Raj, P. Smaragdis, A. Divakaran",ETSI,KLNMF,NMF,supervised,m,Bus,0,,,,5.964492723,0.218422131,,
Wilson2008,Speech denoising using nonnegative matrix factorization with priors,"K. Wilson, B. Raj, P. Smaragdis, A. Divakaran",ETSI,KLNMF,NMF,supervised,m,Combat,0,,,,1.368288587,0.027078293,,
Wilson2008,Speech denoising using nonnegative matrix factorization with priors,"K. Wilson, B. Raj, P. Smaragdis, A. Divakaran",ETSI,KLNMF,NMF,supervised,m,Babble,0,,,,6.88049626,0.113786987,,
Wilson2008,Speech denoising using nonnegative matrix factorization with priors,"K. Wilson, B. Raj, P. Smaragdis, A. Divakaran",NMF-self,KLNMF,NMF,supervised,m,Jackhammer,0,,,,7.308623263,0.358946852,,
Wilson2008,Speech denoising using nonnegative matrix factorization with priors,"K. Wilson, B. Raj, P. Smaragdis, A. Divakaran",NMF-self,KLNMF,NMF,supervised,m,Bus,0,,,,5.865128486,0.420276114,,
Wilson2008,Speech denoising using nonnegative matrix factorization with priors,"K. Wilson, B. Raj, P. Smaragdis, A. Divakaran",NMF-self,KLNMF,NMF,supervised,m,Combat,0,,,,0.953784402,0.095939126,,
Wilson2008,Speech denoising using nonnegative matrix factorization with priors,"K. Wilson, B. Raj, P. Smaragdis, A. Divakaran",NMF-self,KLNMF,NMF,supervised,m,Babble,0,,,,4.199907372,0.239477786,,
Wilson2008,Speech denoising using nonnegative matrix factorization with priors,"K. Wilson, B. Raj, P. Smaragdis, A. Divakaran",NMF-group,KLNMF,NMF,supervised,m,Jackhammer,0,,,,6.381710244,0.315375072,,
Wilson2008,Speech denoising using nonnegative matrix factorization with priors,"K. Wilson, B. Raj, P. Smaragdis, A. Divakaran",NMF-group,KLNMF,NMF,supervised,m,Bus,0,,,,4.563924794,0.325923202,,
Wilson2008,Speech denoising using nonnegative matrix factorization with priors,"K. Wilson, B. Raj, P. Smaragdis, A. Divakaran",NMF-group,KLNMF,NMF,supervised,m,Combat,0,,,,0.952979758,0.121276644,,
Wilson2008,Speech denoising using nonnegative matrix factorization with priors,"K. Wilson, B. Raj, P. Smaragdis, A. Divakaran",NMF-group,KLNMF,NMF,supervised,m,Babble,0,,,,2.997188422,0.203150723,,
Wilson2008,Speech denoising using nonnegative matrix factorization with priors,"K. Wilson, B. Raj, P. Smaragdis, A. Divakaran",NMF-Prior-self,KLNMF,NMF,supervised,m,Jackhammer,0,,,,10.36114503,0.57042029,,
Wilson2008,Speech denoising using nonnegative matrix factorization with priors,"K. Wilson, B. Raj, P. Smaragdis, A. Divakaran",NMF-Prior-self,KLNMF,NMF,supervised,m,Bus,0,,,,7.834018685,0.591845319,,
Wilson2008,Speech denoising using nonnegative matrix factorization with priors,"K. Wilson, B. Raj, P. Smaragdis, A. Divakaran",NMF-Prior-self,KLNMF,NMF,supervised,m,Combat,0,,,,2.942379034,0.155074408,,
Wilson2008,Speech denoising using nonnegative matrix factorization with priors,"K. Wilson, B. Raj, P. Smaragdis, A. Divakaran",NMF-Prior-self,KLNMF,NMF,supervised,m,Babble,0,,,,5.636852717,0.230906202,,
Wilson2008,Speech denoising using nonnegative matrix factorization with priors,"K. Wilson, B. Raj, P. Smaragdis, A. Divakaran",NMF-Prior-group,KLNMF,NMF,supervised,m,Jackhammer,0,,,,9.138871346,0.492991802,,
Wilson2008,Speech denoising using nonnegative matrix factorization with priors,"K. Wilson, B. Raj, P. Smaragdis, A. Divakaran",NMF-Prior-group,KLNMF,NMF,supervised,m,Bus,0,,,,6.138651472,0.470898755,,
Wilson2008,Speech denoising using nonnegative matrix factorization with priors,"K. Wilson, B. Raj, P. Smaragdis, A. Divakaran",NMF-Prior-group,KLNMF,NMF,supervised,m,Combat,0,,,,2.744586193,0.204591546,,
Wilson2008,Speech denoising using nonnegative matrix factorization with priors,"K. Wilson, B. Raj, P. Smaragdis, A. Divakaran",NMF-Prior-group,KLNMF,NMF,supervised,m,Babble,0,,,,3.882316066,0.167989417,,
Wilson2008,Speech denoising using nonnegative matrix factorization with priors,"K. Wilson, B. Raj, P. Smaragdis, A. Divakaran",ETSI,KLNMF,NMF,supervised,f,Jackhammer,0,,,,6.995745314,0.278298611,,
Wilson2008,Speech denoising using nonnegative matrix factorization with priors,"K. Wilson, B. Raj, P. Smaragdis, A. Divakaran",ETSI,KLNMF,NMF,supervised,f,Bus,0,,,,4.899517761,0.116666667,,
Wilson2008,Speech denoising using nonnegative matrix factorization with priors,"K. Wilson, B. Raj, P. Smaragdis, A. Divakaran",ETSI,KLNMF,NMF,supervised,f,Combat,0,,,,0.555718077,0.041319444,,
Wilson2008,Speech denoising using nonnegative matrix factorization with priors,"K. Wilson, B. Raj, P. Smaragdis, A. Divakaran",ETSI,KLNMF,NMF,supervised,f,Babble,0,,,,5.768888213,0.115451389,,
Wilson2008,Speech denoising using nonnegative matrix factorization with priors,"K. Wilson, B. Raj, P. Smaragdis, A. Divakaran",NMF-self,KLNMF,NMF,supervised,f,Jackhammer,0,,,,7.46405543,0.358506944,,
Wilson2008,Speech denoising using nonnegative matrix factorization with priors,"K. Wilson, B. Raj, P. Smaragdis, A. Divakaran",NMF-self,KLNMF,NMF,supervised,f,Bus,0,,,,5.836826684,0.356076389,,
Wilson2008,Speech denoising using nonnegative matrix factorization with priors,"K. Wilson, B. Raj, P. Smaragdis, A. Divakaran",NMF-self,KLNMF,NMF,supervised,f,Combat,0,,,,1.141310468,0.143402778,,
Wilson2008,Speech denoising using nonnegative matrix factorization with priors,"K. Wilson, B. Raj, P. Smaragdis, A. Divakaran",NMF-self,KLNMF,NMF,supervised,f,Babble,0,,,,4.380486458,0.290451389,,
Wilson2008,Speech denoising using nonnegative matrix factorization with priors,"K. Wilson, B. Raj, P. Smaragdis, A. Divakaran",NMF-group,KLNMF,NMF,supervised,f,Jackhammer,0,,,,6.62284687,0.335416667,,
Wilson2008,Speech denoising using nonnegative matrix factorization with priors,"K. Wilson, B. Raj, P. Smaragdis, A. Divakaran",NMF-group,KLNMF,NMF,supervised,f,Bus,0,,,,4.93696768,0.289236111,,
Wilson2008,Speech denoising using nonnegative matrix factorization with priors,"K. Wilson, B. Raj, P. Smaragdis, A. Divakaran",NMF-group,KLNMF,NMF,supervised,f,Combat,0,,,,1.179579371,0.132465278,,
Wilson2008,Speech denoising using nonnegative matrix factorization with priors,"K. Wilson, B. Raj, P. Smaragdis, A. Divakaran",NMF-group,KLNMF,NMF,supervised,f,Babble,0,,,,3.441725699,0.243055556,,
Wilson2008,Speech denoising using nonnegative matrix factorization with priors,"K. Wilson, B. Raj, P. Smaragdis, A. Divakaran",NMF-Prior-self,KLNMF,NMF,supervised,f,Jackhammer,0,,,,10.31588907,0.610069444,,
Wilson2008,Speech denoising using nonnegative matrix factorization with priors,"K. Wilson, B. Raj, P. Smaragdis, A. Divakaran",NMF-Prior-self,KLNMF,NMF,supervised,f,Bus,0,,,,7.867740239,0.576041667,,
Wilson2008,Speech denoising using nonnegative matrix factorization with priors,"K. Wilson, B. Raj, P. Smaragdis, A. Divakaran",NMF-Prior-self,KLNMF,NMF,supervised,f,Combat,0,,,,2.879064869,0.280729167,,
Wilson2008,Speech denoising using nonnegative matrix factorization with priors,"K. Wilson, B. Raj, P. Smaragdis, A. Divakaran",NMF-Prior-self,KLNMF,NMF,supervised,f,Babble,0,,,,5.590666061,0.284375,,
Wilson2008,Speech denoising using nonnegative matrix factorization with priors,"K. Wilson, B. Raj, P. Smaragdis, A. Divakaran",NMF-Prior-group,KLNMF,NMF,supervised,f,Jackhammer,0,,,,9.318422028,0.554166667,,
Wilson2008,Speech denoising using nonnegative matrix factorization with priors,"K. Wilson, B. Raj, P. Smaragdis, A. Divakaran",NMF-Prior-group,KLNMF,NMF,supervised,f,Bus,0,,,,6.577188495,0.4375,,
Wilson2008,Speech denoising using nonnegative matrix factorization with priors,"K. Wilson, B. Raj, P. Smaragdis, A. Divakaran",NMF-Prior-group,KLNMF,NMF,supervised,f,Combat,0,,,,2.800144563,0.303819444,,
Wilson2008,Speech denoising using nonnegative matrix factorization with priors,"K. Wilson, B. Raj, P. Smaragdis, A. Divakaran",NMF-Prior-group,KLNMF,NMF,supervised,f,Babble,0,,,,4.163139192,0.235763889,,
Schmidt2006,Single-channel speech separation using sparse non-negative matrix factorization,"M. Schmidt, R. Olsson",Human,Human,Human,,,CompSpkrSameSpkr,6,,,,,,0.9,0.1
Schmidt2006,Single-channel speech separation using sparse non-negative matrix factorization,"M. Schmidt, R. Olsson",Human,Human,Human,,,CompSpkrSameSpkr,3,,,,,,0.72,0.28
Schmidt2006,Single-channel speech separation using sparse non-negative matrix factorization,"M. Schmidt, R. Olsson",Human,Human,Human,,,CompSpkrSameSpkr,0,,,,,,0.54,0.46
Schmidt2006,Single-channel speech separation using sparse non-negative matrix factorization,"M. Schmidt, R. Olsson",Human,Human,Human,,,CompSpkrSameSpkr,-3,,,,,,0.52,0.48
Schmidt2006,Single-channel speech separation using sparse non-negative matrix factorization,"M. Schmidt, R. Olsson",Human,Human,Human,,,CompSpkrSameSpkr,-6,,,,,,0.6,0.4
Schmidt2006,Single-channel speech separation using sparse non-negative matrix factorization,"M. Schmidt, R. Olsson",Human,Human,Human,,,CompSpkrSameSpkr,-9,,,,,,0.68,0.32
Schmidt2006,Single-channel speech separation using sparse non-negative matrix factorization,"M. Schmidt, R. Olsson",Human,Human,Human,,,CompSpkrSameSex,6,,,,,,0.93,0.07
Schmidt2006,Single-channel speech separation using sparse non-negative matrix factorization,"M. Schmidt, R. Olsson",Human,Human,Human,,,CompSpkrSameSex,3,,,,,,0.85,0.15
Schmidt2006,Single-channel speech separation using sparse non-negative matrix factorization,"M. Schmidt, R. Olsson",Human,Human,Human,,,CompSpkrSameSex,0,,,,,,0.76,0.24
Schmidt2006,Single-channel speech separation using sparse non-negative matrix factorization,"M. Schmidt, R. Olsson",Human,Human,Human,,,CompSpkrSameSex,-3,,,,,,0.72,0.28
Schmidt2006,Single-channel speech separation using sparse non-negative matrix factorization,"M. Schmidt, R. Olsson",Human,Human,Human,,,CompSpkrSameSex,-6,,,,,,0.77,0.23
Schmidt2006,Single-channel speech separation using sparse non-negative matrix factorization,"M. Schmidt, R. Olsson",Human,Human,Human,,,CompSpkrSameSex,-9,,,,,,0.8,0.2
Schmidt2006,Single-channel speech separation using sparse non-negative matrix factorization,"M. Schmidt, R. Olsson",Human,Human,Human,,,CompSpkrOppSex,6,,,,,,0.94,0.06
Schmidt2006,Single-channel speech separation using sparse non-negative matrix factorization,"M. Schmidt, R. Olsson",Human,Human,Human,,,CompSpkrOppSex,3,,,,,,0.91,0.09
Schmidt2006,Single-channel speech separation using sparse non-negative matrix factorization,"M. Schmidt, R. Olsson",Human,Human,Human,,,CompSpkrOppSex,0,,,,,,0.86,0.14
Schmidt2006,Single-channel speech separation using sparse non-negative matrix factorization,"M. Schmidt, R. Olsson",Human,Human,Human,,,CompSpkrOppSex,-3,,,,,,0.88,0.12
Schmidt2006,Single-channel speech separation using sparse non-negative matrix factorization,"M. Schmidt, R. Olsson",Human,Human,Human,,,CompSpkrOppSex,-6,,,,,,0.87,0.13
Schmidt2006,Single-channel speech separation using sparse non-negative matrix factorization,"M. Schmidt, R. Olsson",Human,Human,Human,,,CompSpkrOppSex,-9,,,,,,0.83,0.17
Schmidt2006,Single-channel speech separation using sparse non-negative matrix factorization,"M. Schmidt, R. Olsson",SNMF,SNMF,NMF,supervised,,CompSpkrSameSpkr,6,,,,,,0.56,0.44
Schmidt2006,Single-channel speech separation using sparse non-negative matrix factorization,"M. Schmidt, R. Olsson",SNMF,SNMF,NMF,supervised,,CompSpkrSameSpkr,3,,,,,,0.53,0.47
Schmidt2006,Single-channel speech separation using sparse non-negative matrix factorization,"M. Schmidt, R. Olsson",SNMF,SNMF,NMF,supervised,,CompSpkrSameSpkr,0,,,,,,0.45,0.55
Schmidt2006,Single-channel speech separation using sparse non-negative matrix factorization,"M. Schmidt, R. Olsson",SNMF,SNMF,NMF,supervised,,CompSpkrSameSpkr,-3,,,,,,0.38,0.62
Schmidt2006,Single-channel speech separation using sparse non-negative matrix factorization,"M. Schmidt, R. Olsson",SNMF,SNMF,NMF,supervised,,CompSpkrSameSpkr,-6,,,,,,0.31,0.69
Schmidt2006,Single-channel speech separation using sparse non-negative matrix factorization,"M. Schmidt, R. Olsson",SNMF,SNMF,NMF,supervised,,CompSpkrSameSpkr,-9,,,,,,0.28,0.72
Schmidt2006,Single-channel speech separation using sparse non-negative matrix factorization,"M. Schmidt, R. Olsson",SNMF,SNMF,NMF,supervised,,CompSpkrSameSex,6,,,,,,0.6,0.4
Schmidt2006,Single-channel speech separation using sparse non-negative matrix factorization,"M. Schmidt, R. Olsson",SNMF,SNMF,NMF,supervised,,CompSpkrSameSex,3,,,,,,0.57,0.43
Schmidt2006,Single-channel speech separation using sparse non-negative matrix factorization,"M. Schmidt, R. Olsson",SNMF,SNMF,NMF,supervised,,CompSpkrSameSex,0,,,,,,0.52,0.48
Schmidt2006,Single-channel speech separation using sparse non-negative matrix factorization,"M. Schmidt, R. Olsson",SNMF,SNMF,NMF,supervised,,CompSpkrSameSex,-3,,,,,,0.44,0.56
Schmidt2006,Single-channel speech separation using sparse non-negative matrix factorization,"M. Schmidt, R. Olsson",SNMF,SNMF,NMF,supervised,,CompSpkrSameSex,-6,,,,,,0.37,0.63
Schmidt2006,Single-channel speech separation using sparse non-negative matrix factorization,"M. Schmidt, R. Olsson",SNMF,SNMF,NMF,supervised,,CompSpkrSameSex,-9,,,,,,0.32,0.68
Schmidt2006,Single-channel speech separation using sparse non-negative matrix factorization,"M. Schmidt, R. Olsson",SNMF,SNMF,NMF,supervised,,CompSpkrOppSex,6,,,,,,0.73,0.27
Schmidt2006,Single-channel speech separation using sparse non-negative matrix factorization,"M. Schmidt, R. Olsson",SNMF,SNMF,NMF,supervised,,CompSpkrOppSex,3,,,,,,0.72,0.28
Schmidt2006,Single-channel speech separation using sparse non-negative matrix factorization,"M. Schmidt, R. Olsson",SNMF,SNMF,NMF,supervised,,CompSpkrOppSex,0,,,,,,0.71,0.29
Schmidt2006,Single-channel speech separation using sparse non-negative matrix factorization,"M. Schmidt, R. Olsson",SNMF,SNMF,NMF,supervised,,CompSpkrOppSex,-3,,,,,,0.63,0.37
Schmidt2006,Single-channel speech separation using sparse non-negative matrix factorization,"M. Schmidt, R. Olsson",SNMF,SNMF,NMF,supervised,,CompSpkrOppSex,-6,,,,,,0.54,0.46
Schmidt2006,Single-channel speech separation using sparse non-negative matrix factorization,"M. Schmidt, R. Olsson",SNMF,SNMF,NMF,supervised,,CompSpkrOppSex,-9,,,,,,0.41,0.59
Raj2005,Recognizing speech from simultaneous speakers,"B. Raj, R. Singh, P. Smaragdis",NMF-self,NMF,NMF,supervised,m,CompSpkrSameSex,-10,,,,,,0,1.126
Raj2005,Recognizing speech from simultaneous speakers,"B. Raj, R. Singh, P. Smaragdis",NMF-self,NMF,NMF,supervised,m,CompSpkrSameSex,-5,,,,,,0,1.098
Raj2005,Recognizing speech from simultaneous speakers,"B. Raj, R. Singh, P. Smaragdis",NMF-self,NMF,NMF,supervised,m,CompSpkrSameSex,0,,,,,,0,1.024
Raj2005,Recognizing speech from simultaneous speakers,"B. Raj, R. Singh, P. Smaragdis",NMF-self,NMF,NMF,supervised,m,CompSpkrSameSex,5,,,,,,0.137,0.863
